标题,年份,类型,媒体类型,个人评分,观影日期,简介,封面,背景图,演员
茅山打更人,2025,,short,8,2025/5/20,本片讲述了清末民初千安镇许氏家族大少爷许松，从地狱之门拾回残命，历经至亲尽失，削骨易容之痛。化身打更人毛小山回到千安镇。此时千安镇内恐怖事件频发，誓要报这血海深仇的他，面对曾经有婚约的爱人和挚友，只能默默隐忍着一切。荒冢的阴森恐怖，老宅的幽暗凄凉，洞穴的诡异气氛，都让毛小山在探寻真相的道路上举步维艰！但他没有因此退缩，并以惊人的胆魄逐渐拨开迷雾。在生命受到威胁的关键时刻，他以茅山三年苦修之功掀起血影惊涛，手刃仇人的同时，也洗去了至亲冤魂的污名。,https://media.themoviedb.org/t/p/w440_and_h660_face/g9DbLROwbzqM98MdHAEO1tsz27f.jpg,,孔奇力
执他之手,2025,,short,9.5,2025/5/20,楚念瑶重生回到1976年，誓要改变命运，早日找到真爱谢怀清，并与背叛者复仇。,https://s3.suju.app/@xdj/23/WDqpdf/0.jpg,,孔奇力
最爱她的我,2025,,short,8,2025/5/19,错爱五年，霸总秦渊终失所爱！重生归来，他能否弥补前世遗憾，追回挚爱皓月？当一切真相浮出水面，他又将如何面对曾经的伤害与错过？,https://s3.suju.app/@xdj/46/Wi05mV/0.jpg,,孔奇力
至尊魔镜战神,2025,,short,8.5,2025/5/18,薛岩偶遇神秘魔镜，从此开启逆袭复仇之路，揭示都市权谋与奇幻之谜。,https://p6-novel-sign.byteimg.com/novel-pic/5ba7fae02307e0fe8d1d2fbb475162da~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1770343432&x-signature=Iuhg%2BHiYtGLrhLQGBA8vXjlu1%2BQ%3D,,孔奇力
境外逃生困兽,2025,,short,8.5,2025/5/15,南伽诈骗集团总部内，程序员张辉被发小刘广生以高薪工作骗入魔窟，发现这里竟是器官贩卖与技术诈骗交织的犯罪帝国。集团二把手李敬宇用刘广生性命要挟张辉修复核心，而张辉意外重逢初恋杜小美这个将贫困大学生桃子诱入火坑的反将。当张辉目睹刘广生因逃跑惨死，暗中联合杜小美、桃子策划逃亡。三人借庆功宴制造混乱，张辉更设计离间李氏兄弟。,https://s3.suju.app/@xdj/38/auS1K/0.jpg,,哲博;李永鑫
人间至味是清欢,2025,,short,9,2025/5/14,一碗鸡丝粥改变命运，厨艺奇才如何在职场逆袭，最终赢得爱情与荣耀？,https://s3.suju.app/@xdj/28/V8duo/0.jpg,,张韫韬
千局神算,2025,,short,8.5,2025/5/12,秦枫的父亲是赌鬼，五岁时在一场赌局中，把他输在了东南亚唐人街凤凰赌场，从那以后跟着仇人养父长大。 不仅生存环境艰难，动辄就是毒打，还要学习各种千术替仇人卖命。 长大后的秦枫凭借超强计算能力的特异功能和精湛的千术,https://s3.suju.app/@xdj/44/yCVqFB/0.jpg,,刘擎
人生若只如初见,2025,,short,8,2025/5/11,秦萱怀孕后张恒求婚，秦萱因家族反对犹豫，张恒承诺相伴，秦萱被打动而接受。婚后秦萱遭张恒母亲刘兰刁难，赵雨珊的出现也让她误会张恒变心。张恒安抚秦萱并劝母亲接受，刘兰却态度坚决。秦萱展现坚韧智慧，努力融入张家。最终，张恒和秦萱的坚持感动刘兰。,https://p3-reading-sign.fqnovelpic.com/novel-pic/27bead7635a3c4630559fe7b1e91dffb~tplv-snk2bdmkp8-super-reso-double-5-v2:1200:0.image?lk3s=ae45642e&x-expires=1770377282&x-signature=PBUIZ19SX2LEo5J1PViOlcJWzTs%3D,,邓威
盛宴,2025,,short,8,2025/5/10,叶辰的爷爷叶问天用秘术封印了八大隐世豪门继承人的记忆。叶辰的父母由于不遵守豪门祖训，被叶问天派人杀死。为了向爷爷报仇，叶辰带领七个刚认识的朋友，默默发育，终于在五年前来到了大夏顶点，复仇的火焰已经冉冉升起……,https://p3-reading-sign.fqnovelpic.com/novel-pic/0f08fa1d34edb13390205a5101a11179~tplv-snk2bdmkp8-super-reso-double-5-v2:1200:0.image?lk3s=ae45642e&x-expires=1770377319&x-signature=daaev%2B01W9guGS5gst%2F5eB%2FnJHo%3D,,邓威
午夜公交车,2025,,short,8,2025/5/8,一年前那场惨烈的车祸后，十四路公交车仿佛被阴霾笼罩，在接连三位司机神秘失踪后，司机间关于14路公交车“闹鬼”的流言甚嚣尘上。急需筹钱给母亲做肝移植的张寒，咬咬牙预支了三个月工资，接过了14路的公交车钥匙。首班出车那晚，他注意到百般引诱自己下车的两姐妹，后遇到黑狗拦路，经过一系列怪事后他觉察出，有人正借着“闹鬼”的幌子掩盖犯罪的事实，而男主的真实身份也浮出水面。,https://p9-novel-sign.byteimg.com/novel-pic/de99b960b39bf0df89db1199cf28b5fc~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1769691699&x-signature=1l3T5HehTNYCwJ1toh244MLGmuY%3D,,宋骏
我能对话万物，美女助我逆袭,2025,,short,8,2025/5/7,惨遭爆头，屌丝白小飞竟意外觉醒与万物对话的超能力！欠下巨额阎王贷的他，如何利用这项逆天能力，逆袭人生，走上巅峰？,https://s3.suju.app/@xdj/46/yDano9/0.jpg,,邓威
绝命航班,2025,,short,7.5,2025/5/6,林修宇陷入飞机爆炸的时间循环，拼尽全力阻止灾难，同时解开一系列阴谋，最终逆袭成功并收获爱情。,https://s3.suju.app/@xdj/21/WeQGc8/0.jpg,,邓威
全球通告末日将至,2025,,short,8,2025/5/5,全球天灾每月更新，末日降临！重生归来的陈阿生，能否改写妹妹惨死的命运？他又将如何利用先知，在绝望中杀出一条血路，让人类在末日中生存下去？,https://s3.suju.app/@xdj/41/Wylkjj/0.jpg,,邓威
爱与罚,2025,,short,8,2025/5/4,女孩静静在火灾中与家人失散，后被豪门收养，面对家族纷争与复仇，她走上成长与逆袭之路。,https://s3.suju.app/@xdj/20/WhzHs3/0.jpg,,邓威
霍爷家的小祖宗甜又野,2025,,short,8,2025/5/2,云倾复仇豪门，甜宠霍景深，揭开惊天秘密。,https://s3.suju.app/@xdj/18/QOnLY/0.jpg,,孔奇力
一胎五宝凌太太的马甲又掉了,2025,,short,8,2025/5/1,神医萧鸢涅槃重生，携五胞胎复仇，豪门逆袭，甜蜜复仇双收。,https://s3.suju.app/@xdj/17/qFwy7/0.jpg,,孔奇力
逆流成金,2025,,short,8.5,2025/4/30,首富陈浩一觉醒来回到1995年被逼还钱的那一天，家里穷困潦倒，望着妻女失望的目光，他誓要让她们过上幸福的生活。陈浩利用上一世在生意场上积累的经验，靠卖矿泉水赚得第一桶金，还清了欠款，同时结交了许多生意伙伴，他与几人合作共赢，在生意场上风生水起。买回了曾经因缺钱被卖掉的房子，还暗中帮助妻子解决了工作上的问题，妻子渐渐对他改观，原谅了他曾经的无所事事，一家三口从此过上幸福的生活。,https://p6-novel-sign.byteimg.com/novel-pic/effafc3146ae8b8d2589be4ddefc00d6~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1774744986&x-signature=sIkx7ocIjC7KjYucb%2FApQBibOjo%3D,,孔奇力
寒门贵子,2025,,short,8,2025/4/29,杨浩爱老婆爱到愿意为小舅子捐肾，却不想自己看错人，被老婆一家迫害致死。身死之后，他意外重生到了2008年。这一世，杨浩早已经看透了人心，一心一意只爱上一世辜负的学姐王琳，并靠着信息差一步步建立起了自己的商业帝国，成为了这颗星球上数一数二的人物。,https://p3-novel-sign.byteimg.com/novel-pic/2750fc908be96bddaf6746bb5b685185~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1772950696&x-signature=VqWrSZckXfSxNHwDot38xwhnr3c%3D,,孔奇力
南国池月,2025,,short,8,2025/4/28,贵为一城之主的无上尊者萧炎，为重新分配江城产业蛋糕隐姓埋名混入各大家族斗争之中，不想恶霸们有眼无珠，误把尊者当乞丐，最终迎来尊者的狠狠暴击。,content://com.android.providers.media.documents/document/image%3A1000118104,,白方文
化龙,2025,,short,8,2025/4/27,快递员沈迟真实身份揭晓后，携手妻子苏清月逆袭商界，重掌云雀国际。,https://gimg2.baidu.com/gimg/src=https%3A%2F%2Fwangwangzyimg.com%2Fupload%2Fvod%2F20240721-2%2Fdf7e35b13426e35ce5a1830bae5cdd58.jpg&app=2028,,白方文
重生90之有娘便有家,2025,,short,8,2025/4/24,苏瓷重生90年代，逆袭复仇，摆脱家庭束缚，开启新人生。,https://s3.suju.app/@xdj/22/WjNglG/0.jpg,,孔奇力;赵英男
枭宠,2025,,short,8,2025/4/23,锦绣阁大小姐方思雪遭未婚夫张桥与丫鬟背叛，父亲更是遭张桥陷害入狱，为拯救父亲和锦绣阁，方思雪不得不去寻求南城督军墨霆云的帮助，多次因缘际会，方思雪与墨霆云情愫渐生，开展一段甜虐交织的故事。,https://s3.suju.app/@xdj/24/VPDP7/0.jpg,,张志伟
正在修改中,2025,,short,8.5,2025/4/22,社畜穿书成恶毒女配，为改惨死结局，怒改剧情！狂撩反派，狂刷好感，却不料剧情失控，意外开启团宠模式？女主男主纷纷倒戈，她该如何抉择？,https://s3.suju.app/@xdj/44/L8XPZ/0.jpg,,魏佳宁
恃宠生娇,2025,,short,8,2025/4/21,现代影后慕清予长相甜美，性格机敏、果敢、善于伪装演戏。有一天穿越成为民国富商慕家二小姐，因外公曾帮过大帅，于是自幼与少帅订下娃娃亲。慕清予穿越过来时陷入被继母和妹妹迫害的困境，卖傻装瞎机智化解眼前麻烦，并和隐瞒身份的未婚夫少帅纠缠上，两人共同经历许多困难和生死考验后终于幸福地在一起。,https://p9-novel-sign.byteimg.com/novel-pic/30b858025d71fde035e97b39319c1e35~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1768375957&x-signature=1jnyXil%2B4fJYyL%2BpVccHTwdWk3s%3D,,朱茉颜
我的大佬是财神,2025,,short,8,2025/4/20,,https://s3.suju.app/@xdj/27/WMiPEX/0.jpg,,蔡一帆
蜜桃乌龙,2025,,short,8,2025/4/19,,https://s3.suju.app/@xdj/49/9cgg8/0.jpg,,王彦鑫
当你沉睡时,2025,,short,8,2025/4/17,沈清通过预知梦试图改变悲剧命运，与李燃携手揭开真相，拯救众人。,https://s3.suju.app/@xdj/20/XH2Gj/0.jpg,,孔奇力
一觉醒来我嫁给反派大佬,2025,,short,8.5,2025/4/16,沈棠在订婚当天意外重生，决心改写悲剧命运。她巧妙设计，揭露前男友萧逸和妹妹沈黎的阴谋，同时发现真爱萧行一直默默守护。面对家族威胁和重重阻碍，沈棠运用智慧与勇气，不仅成功保护自己和家族利益，更坚定地与萧行携手共进。然而，当过去的阴影再次笼罩，沈棠又该怎样面对呢？,https://s3.suju.app/@xdj/25/yjo0E5/0.jpg,,蔡一帆
神秘窥视,2025,,short,8,2025/4/15,,https://s3.suju.app/@xdj/45/WuLpzJ/0.jpg,,余茵
双生风云,2025,,short,8,2025/4/14,双胞胎兄弟阴差阳错各自成长,https://s3.suju.app/@xdj/31/WbMY38/0.jpg,,金佳遇
渴,2025,,short,8,2025/4/10,龙女芊芊为拯救干旱村庄化身人形，却遭遇绑架献祭阴谋。她如何揭露真相、惩治恶人？与人类男友的感情又将何去何从？,https://s3.suju.app/@xdj/32/ZcewT/0.jpg,,孔奇力
封门,2025,,short,9,2025/4/9,私家侦探陆阳揭开封门村神秘死亡事件，遭遇阴阳诡事，真相令人震惊。,https://p3-novel-sign.byteimg.com/novel-pic/fec05a54fc30a3549991cb4b00e90b7f~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1769580894&x-signature=SDJqxl5Pohetr5vBsIobGJ%2FqPYs%3D,,孔奇力
我，最强毒士，女帝直呼活阎王,2025,,short,8,2025/4/8,现代金融天才高阳穿越古代，凭借智慧和毒计逆袭成为女帝的得力助手，展开一场权谋与复仇的精彩对决。,https://s3.suju.app/@xdj/23/rtc39/0.jpg,,孔奇力
隐蔽的世界之秋蝉,2025,,short,8.5,2025/4/5,《隐蔽的世界之秋蝉》改编自赖继的同名小说，根据隐蔽战线英雄人物的经历而创作。讲述我党人员在极限时间段内，用生命层层掩护，突破敌人封锁，将具有重要战略意义的海图获取并转运出来的故事。,https://image.tmdb.org/t/p/w500/hAILhL5KJupeBeVVB0qYL8F26fQ.jpg,,王浩信
大上海之一生所爱,2025,,short,8.5,2025/4/3,林枭与舒雅战场生死相许，却因命运被迫复仇，在风云变幻的上海滩替身复仇，揭开惊天阴谋。,https://s3.suju.app/@xdj/19/mxjEa/0.jpg,,孔奇力
上海滩之龙凤会,2025,,short,8,2025/4/2,陈锋为救爱人苏小婉穿越到上海滩，卷入帮派斗争，誓要守护爱人并复仇。,https://s3.suju.app/@xdj/16/WRiBXm/0.jpg,,孔奇力
童话故事下集,2025,,tv,8.5,2025/2/13,林宜玲与公婆同住三年，每七天就动一次离婚的念头。她想搬出去，偏偏老公曾学友是个妈宝，搬出去比登天还难。生活有够郁闷，但她总在紧要关头发现可恨的老公还有可爱之处，陷入“想搬搬不走，想离离不了”的泥沼。后来，她意外在交友软件上遇见灵魂伴侣，子宫却在这时“想生了”，让她的人生围绕在精神出轨和婚姻家庭的矛盾之间。,https://image.tmdb.org/t/p/w500/geYJPDsELBNdZlAxORR7IKxb8Dm.jpg,,柯佳嬿;刘以豪;傅孟柏
731,2025,,movie,7.5,2025/1/1,1945年抗战胜利前夕，侵华日军第七三一部队在哈尔滨平房区以“给水防疫”为名，秘密进行惨无人道的细菌战研究，大肆抓捕平民进行活体实验，妄图以此扭转败局。小贩王永章等人被强行抓入“特设监狱”，日军以“配合健康检查与防疫研究即可换取自由”的虚伪承诺，欺骗他们遭受冻伤实验、毒气实验、活体解剖等极端折磨……,https://media.themoviedb.org/t/p/w440_and_h660_face/e53iGvxG7ebdJP6GE3x1JI1744z.jpg,,姜武;王志文;李乃文
忘了我记得,2025,,tv,8.5,2025/1/1,剧情聚焦于关于每个家中，常会潜意识选择“忘记”，但却深耕心底“记得”的又哭又笑的故事。程乐乐（谢盈萱 饰）是一位脱口秀演员兼职便利商店店员，过着日复一日工作的平凡生活，她也有她的人生愿望，却没想到人生考验接连而来。除了和丈夫张凯（霍建华 饰）陷入婚姻困境，更面临与父亲程光齐（秦汉 饰）的种种问题 。一次误打误撞，乐乐站上脱口秀舞台，开始了脱口秀演员生涯。这一连串的意外让乐乐鼓起勇气，在工作与生活中，打破重构了自己和至亲、恋人、朋友的关系。,https://image.tmdb.org/t/p/w500/z2w9BOQDmE7waIqxXJwQarTvsuN.jpg,,谢盈萱;秦汉;周采诗
返校,2025,,movie,8.5,2024/10/2,1962年，正逢台湾戒严时期，山区一座名为翠华中学的校园里，高三女生方芮欣，因为面对家庭及学校问题而接受了辅导老师张明晖的心理辅导，两人也意外产生了感情。张老师追求自由，秘密开了一个读书会，和尹老师和高二男生魏仲廷研读禁书…  一日，张老师突然失踪。夜晚，方芮欣和魏仲廷，在暴雨中空无一人的校园苏醒，被困在了学校。他们尝试逃出和寻找失踪的张老师，但是却发现，学校的各种事物与场景，都有着不为人知、深埋已久的历史背景故事。在这个鬼魅横行的学校里，他们被迫面对恐怖的真相。他们能够存活吗？,https://image.tmdb.org/t/p/w500/uMgiuUqDN6VDOUV0vYJTkpz4kmm.jpg,,王净;傅孟柏;曾敬骅
范保德,2025,,movie,8.5,2024/9/26,一阵剧痛，让一向硬朗的范保德惊觉身体不敌岁月。一阵炮竹，旅社老板娘毓琴宣告投入里长选战，和范保德一家打对台。选情升温，病情烦心，许多往事随之自范保德的记忆深处唤醒。也或许因死亡逼近，他决定和儿子前往日本打听离家五十载的父亲音讯。另一方面，毓琴找来香港的侄子帮忙竞选，仅管人生地不熟，但这里和他似乎也有微妙的关系。穿梭今昔的多线叙事，《范保德》缓缓道出两代之间血浓于水，又微妙难喻的亲情感应；更透过往事回忆与寻父之旅的见闻，间接显影出一幅格局宏大、国片少见的台湾冷战时代肖像。,https://image.tmdb.org/t/p/w500/iFilj7Y4TQzwus3nIURICOBnSNJ.jpg,,傅孟柏;庄凯勋
没关系，是爱情啊,2014,,tv,9,2024/7/23,《没关系，是爱情啊》由《那年冬天，风在吹》的金奎泰导演和卢熙京编剧再次合作打造，是一部关于精神医学的电视剧。赵寅成饰演在强迫症的折磨下生活的推理小说家兼广播DJ张载烈，孔孝真出演在大学医院精神科里闲赋了一年的医生池海秀。,https://image.tmdb.org/t/p/original/pqwLrG9gwmNmWFIAldlCPMnRoJ4.jpg,,赵寅成;孔晓振
抓娃娃之真假少爷,2024,,short,8,2024/7/10,天才少年悠悠本来是首富皇甫家的少爷，十五年前因为走丢被傅家捡去，成了伺候傅家少爷的仆人，饱受虐待，幸好，悠悠的四个美艳小姨分别是女战神，影后，神医，和商 …,https://vpic-cover.puui.qpic.cn/v3559edg6ax/v3559edg6ax_1722526188_vt.jpg/720,,UU学弟
姥姥的外孙,2025,,movie,9,2024/4/4,出身泰国华人家庭的无业年轻人阿安（马群耀 饰）看到堂妹因照顾病重的爷爷而继承房产后，也对身患绝症的姥姥（乌萨·萨梅坎姆 饰）动了心思，计划复刻堂妹的“致富之路”获取百万遗产。但面对同样“努力”的舅舅们和挑剔毒舌的姥姥，阿安这条争当全职孝孙的“啃姥致富”之路似乎没有他预想的那么顺利……,https://image.tmdb.org/t/p/w500/46PHpRYxgZlAFs9HRzE3MLM1KnA.jpg,,三亚·库纳康
